type	freq
pessary	9
pessimism	190
pessimist	42
pessimistic	379
pessimistically	16
pessimists	59
pest	503
pester	27
pestered	69
pestering	70
pesticide	309
pesticides	513
pestiferous	6
pestilence	49
pestilences	1
pestle	29
pestles	4
pesto	42
pests	336
pet	1426
petal	101
petalled	35
petals	398
petard	18
petards	3
petechiae	8
petechial	1
petered	95
petering	11
pethidine	44
petiole	26
petioles	3
petite	160
petition	1346
petitioned	136
petitioner	159
petitioners	89
petitioning	98
petitions	286
petrarchan	9
petrel	48
petrels	39
petrie	41
petrification	6
petrified	175
petrifies	3
petrify	4
petrifying	5
petrine	18
petro	50
petrochemical	112
petrochemicals	85
petrodollar	2
petrodollars	6
petroglyph	1
petroglyphs	1
petrographer	6
petrographic	34
petrographical	7
petrography	37
petrol	2385
petroleum	639
petrologic	1
petrological	28
petrologically	2
petrologist	3
petrology	36
pets	533
petted	19
petticoat	100
petticoats	64
pettier	3
pettiest	1
pettifogging	7
pettily	1
pettiness	37
petting	31
petty	831
petulance	37
petulant	89
petulantly	29
petunia	15
petunias	22
pew	132
pews	129
pewter	153
peyote	8
pfennig	26
pfennigs	50
phaeton	16
phaetons	2
phage	61
phagocyte	1
phagocytes	19
phagocytosis	9
phalanges	16
phalangist	46
phalangists	13
phalanx	36
phalanxes	4
phalarope	17
phalaropes	11
phallic	106
phallocentric	6
phallocentrism	5
phallus	52
phalluses	9
phantasies	7
phantasm	35
phantasmagoria	9
phantasmagoric	5
phantasmagorical	9
phantasmal	3
phantasms	28
phantasy	33
phantom	268
phantoms	51
pharaoh	128
pharaohs	50
pharaonic	16
pharisaic	6
pharisaical	2
pharisee	33
pharisees	113
pharmaceutical	496
pharmaceuticals	218
pharmacia	43
pharmacies	33
pharmacist	119
pharmacists	87
pharmacokinetic	5
pharmacokinetics	5
pharmacological	69
pharmacologist	13
pharmacologists	8
pharmacology	83
pharmacopeia	1
pharmacopoeia	27
pharmacotherapy	2
pharmacy	151
pharyngeal	24
pharyngitis	6
pharynx	27
phase	4934
phased	353
phases	1017
phasing	196
phat	17
phatic	8
pheasant	200
pheasants	128
phenobarbital	15
phenol	86
phenolic	19
phenolics	6
phenology	3
phenols	10
phenom	2
phenomena	1286
phenomenal	314
phenomenally	46
phenomenological	89
phenomenologist	3
phenomenologists	14
phenomenology	69
phenomenon	2172
phenotype	162
phenotypes	44
phenotypic	83
phenyl	13
phenylalanine	79
phenylketonuria	52
pheromone	64
pheromones	94
phial	34
phials	18
philadelphus	19
philander	12
philanderer	14
philandering	22
philanthropic	130
philanthropist	64
philanthropists	58
philanthropy	112
philatelic	29
philatelist	3
philately	6
philharmonia	57
philharmonic	183
philhellene	6
philhellenic	1
philhellenism	2
philodendron	3
philodendrons	3
philological	39
philologist	20
philologists	18
philology	52
philosopher	600
philosophers	634
philosophic	66
philosophical	1300
philosophically	132
philosophies	227
philosophise	5
philosophised	2
philosophises	1
philosophising	15
philosophize	8
philosophizes	1
philosophizing	7
philosophy	3446
philtre	3
philtres	7
phimosis	8
phiz	6
phlebitis	5
phlebotomy	3
phlegm	59
phlegmatic	51
phlegmatically	5
phloem	13
phlogiston	27
phlox	24
phloxes	1
phobia	108
phobias	40
phobic	27
phoebus	16
phoenix	573
phoenixes	7
phone	7917
phoned	1218
phoneme	215
phonemes	219
phonemic	128
phones	458
phonetic	302
phonetically	50
phonetician	8
phoneticians	6
phonetics	66
phoney	176
phonic	44
phonics	8
phoniest	3
phoniness	5
phoning	316
phonogram	29
phonograph	40
phonographs	5
phonological	398
phonologically	25
phonologies	2
phonologist	1
phonologists	9
phonology	174
phonon	1
phonons	1
phony	18
phooey	7
phosgene	7
phosphatase	129
phosphate	528
phosphates	120
phosphatidylcholine	55
phosphide	3
phospholipase	31
phospholipases	3
phospholipid	86
phospholipids	77
phosphor	46
phosphorescence	20
phosphorescent	28
phosphorescently	3
phosphoric	13
phosphors	10
phosphorus	195
phosphorylate	14
phosphorylated	54
phosphorylates	19
phosphorylating	1
phosphorylation	180
photo	1489
photocell	9
photocells	18
photochemical	67
photocopied	108
photocopier	130
photocopiers	49
photocopies	96
photocopy	181
photocopying	126
photodetector	2
photodiode	8
photodiodes	3
photoelectric	17
photogenic	48
photograph	2604
photographed	543
photographer	1085
photographers	617
photographic	910
photographically	30
photographing	102
photographs	3234
photography	1134
photogravure	10
photojournalism	8
photojournalist	3
photojournalists	3
photolithographically	1
photolithography	6
photometer	7
photometers	1
photometric	13
photometry	8
photomicrograph	8
photomicrographs	5
photomontage	6
photomontages	7
photomultiplier	14
photon	150
photonic	1
photonics	1
photons	111
photoreceptor	3
photoreceptors	14
photos	812
photosensitive	11
photosphere	2
photostat	14
photostats	3
photosynthesis	163
photosynthesise	9
photosynthesize	6
photosynthesized	2
photosynthesizing	4
photosynthetic	33
phototropism	1
photovoltaic	20
phragmites	6
phrasal	35
phrase	3123
phrased	134
phraseologies	2
phraseology	71
phrases	1248
phrasing	171
phrasings	3
phreatic	4
phrenological	7
phrenologist	5
phrenology	28
phthalate	2
phthisis	3
phut	21
phutted	1
phutting	2
phyla	57
phylacteries	1
phylactery	1
phyllo	2
phylloxera	57
phylogenetic	70
phylogenies	7
phylogeny	50
phylum	50
physic	74
physical	9508
physicality	34
physically	1952
physician	526
physicians	369
physicist	265
physicists	282
physics	1866
physio	106
physiognomies	2
physiognomy	23
physiographic	10
physiographical	2
physiography	3
physiological	637
physiologically	55
physiologist	46
physiologists	39
physiology	335
physios	10
physiotherapist	263
physiotherapists	67
physiotherapy	212
physique	160
physiques	6
physis	1
phytochemical	3
phytoliths	5
phytoplankton	72
piagetian	13
pianism	10
pianissimo	19
pianissimos	4
pianist	337
pianists	64
piano	1946
pianoforte	19
pianofortes	1
pianola	3
pianos	143
piastre	3
piastres	8
piazza	297
piazzas	10
pic	157
pica	34
picador	34
picaresque	23
picayune	3
piccalilli	4
piccolo	38
piccolos	2
pick	6676
pickaxe	22
pickaxes	3
picked	5978
picker	36
pickerel	2
pickers	96
picket	270
picketed	40
picketing	163
pickets	209
picking	2081
pickings	104
pickle	128
pickled	128
pickles	140
pickling	18
picks	636
pickup	340
pickups	265
picky	29
picnic	644
picnicked	16
picnicking	26
picnics	110
picosecond	2
picoseconds	12
picot	9
pics	26
pictogram	9
pictograms	13
pictographic	4
pictorial	358
pictorially	23
picture	10830
pictured	764
pictures	5448
picturesque	604
picturesquely	24
picturesqueness	7
picturing	46
piddle	16
piddled	3
piddles	2
piddling	16
pidgin	42
pidgins	2
pie	1191
piebald	20
piebalds	1
piece	9652
pieced	50
piecemeal	265
pieces	5450
piecing	53
pied	239
pier	558
pierce	207
pierced	312
pierces	19
piercing	368
piercingly	24
pieris	11
pierrot	36
pierrots	2
piers	570
pies	436
pieta	5
pietas	8
pieties	12
piety	235
piezoelectric	10
piezoelectricity	1
piffle	10
piffling	12
pig	1479
pigeon	486
pigeonhole	13
pigeonholed	7
pigeonholes	9
pigeonholing	5
pigeons	471
pigged	5
piggies	28
pigging	22
piggish	1
piggledy	24
piggy	237
piggyback	29
piggybacked	3
piggybacking	2
piggybacks	1
piglet	41
piglets	88
piglike	3
pigment	228
pigmentation	54
pigmented	36
pigmenting	1
pigments	175
pigmies	2
pigmy	6
pigs	1153
pigsties	6
pigsty	40
pika	2
pikas	4
pike	589
piker	1
pikers	1
pikes	35
pil	34
pilaf	10
pilaff	3
pilar	22
pilaster	17
pilasters	36
pilau	16
pilchard	16
pilchards	40
pile	1876
pileated	1
piled	649
piles	587
pilfer	4
pilferage	15
pilfered	14
pilferer	2
pilferers	1
pilfering	27
pilgrim	215
pilgrimage	484
pilgrimages	57
pilgrims	320
piling	245
pilings	3
pill	655
pillage	49
pillaged	52
pillager	3
pillagers	4
pillages	2
pillaging	34
pillar	500
pillared	40
pillars	526
pillbox	37
pillboxes	16
pilling	27
pillion	48
pillions	2
pillock	22
pillocks	3
pilloried	41
pillories	5
pillory	18
pillorying	4
pillow	673
pillows	379
pills	563
pilot	3357
piloted	153
piloting	137
pilots	1105
pils	28
pilsener	5
pilsner	12
pima	6
pimento	5
pimentos	11
pimiento	6
pimientos	7
pimp	73
pimpernel	31
pimpernels	2
pimping	7
pimple	21
pimpled	15
pimples	44
pimpliest	1
pimply	16
pimps	45
pin	1698
pinafore	46
pinafores	6
pinball	25
pincer	29
pincers	46
pinch	556
pinched	377
pinches	43
pinching	148
pindling	14
pine	1092
pineal	27
pineapple	275
pineapples	51
pineau	9
pined	26
pines	185
piney	1
pinfold	10
pinfolds	1
ping	192
pinged	11
pinger	6
pinging	7
pings	8
pining	43
pinion	29
pinioned	31
pinioning	5
pinions	9
pink	3448
pinked	3
pinker	29
pinkest	1
pinkie	53
pinkies	5
pinking	20
pinkish	76
pinkly	6
pinkness	8
pinko	5
pinks	107
pinky	59
pinna	1
pinnace	2
pinnaces	4
pinnacle	223
pinnacles	85
pinned	640
pinnies	6
pinning	188
pinniped	1
pinny	22
pinon	1
pinot	119
pinpoint	245
pinpointed	83
pinpointing	40
pinpoints	55
pins	577
pinscher	5
pinschers	1
pinstripe	47
pinstriped	18
pinstripes	21
pint	1275
pinta	20
pintail	28
pintails	9
pintas	5
pinto	57
pintos	2
pints	501
pinus	23
pion	55
pioneer	648
pioneered	405
pioneering	576
pioneers	381
pions	1
pious	364
piously	26
pip	477
pipe	2660
piped	174
pipefish	4
pipefishes	1
pipeline	588
pipelines	119
piper	850
pipers	48
pipes	1177
pipette	116
pipetted	5
pipettes	31
pipetting	14
pipework	104
pipeworks	1
piping	333
pipings	2
pipistrelle	7
pipistrelles	1
pipit	65
pipits	31
pipped	75
pippin	139
pipping	15
pippins	5
pips	139
pipsqueak	8
pipsqueaks	1
piquancy	24
piquant	58
piquantly	9
pique	60
piqued	28
piques	3
piracies	1
piracy	140
piranha	46
piranhas	22
pirate	278
pirated	44
pirates	334
piratical	26
pirating	8
pirogue	2
pirogues	5
pirouette	35
pirouettes	22
piscatorial	7
piscatory	1
piscean	4
pisces	58
piscina	5
pistachio	31
pistachios	19
piste	92
pistes	18
pistil	2
pistils	2
pistol	594
pistols	345
piston	202
pistons	66
pit	1915
pita	2
pitbull	6
pitch	2910
pitched	871
pitcher	90
pitchers	20
pitches	393
pitching	175
piteous	25
piteously	17
piteousness	1
pitfall	61
pitfalls	286
pith	60
pithiest	1
pithily	18
pithy	65
pitiable	22
pitiably	4
pitied	55
pities	11
pitiful	201
pitifully	78
pitiless	34
pitilessly	7
piton	15
pitons	16
pits	955
pitta	38
pittance	91
pittances	2
pitted	165
pitter	10
pitters	1
pitting	58
pituitary	78
pity	2062
pitying	66
pivot	229
pivotal	184
pivoted	30
pivoting	84
pivots	48
pix	14
pixel	230
pixels	140
pixie	57
pixies	49
pizazz	20
pizza	487
pizzas	134
pizzazz	7
pizzeria	19
pizzerias	4
pizzicato	19
pizzle	5
placard	74
placards	95
placate	107
placated	37
placating	29
placatory	28
place	48498
placebo	388
placebos	19
placed	8611
placeman	2
placemen	22
placement	820
placements	332
placenta	84
placental	75
placentas	1
places	9664
placid	194
placidity	10
placidly	59
placing	1727
placings	97
placket	3
plackets	1
plage	30
plagiarise	2
plagiarised	8
plagiarising	4
plagiarism	50
plagiarisms	3
plagiarist	9
plagiarists	4
plagiarize	6
plagiarized	4
plagiarizing	5
plague	578
plagued	283
plagues	65
plaguing	25
plaice	87
plaid	113
plaids	8
plain	4143
plainer	44
plainest	20
plainly	709
plainness	33
plains	497
plainsong	42
plaint	36
plaintiff	2994
plaintiffs	892
plaintive	97
plaintively	55
plaints	12
plaister	6
plaisters	1
plait	94
plaited	89
plaiting	25
plaits	53
plan	15071
planar	69
planchette	8
plane	3479
planed	27
planer	27
planers	9
planes	1061
planet	1801
planetarium	32
planetary	271
planetesimal	2
planetesimals	3
planetoid	2
planetoids	1
planets	601
planform	6
plangent	20
plangently	2
planing	56
planisphere	2
plank	293
planked	8
planking	37
planks	265
plankton	112
planktonic	36
planned	5849
planner	290
planners	909
planning	14643
plano	1
plans	11565
plant	8294
plantago	26
plantain	20
plantains	5
plantar	4
plantation	362
plantations	360
planted	1453
planter	65
planters	108
planting	1343
plantings	48
plants	7202
plaque	457
plaques	153
plas	67
plash	5
plashed	3
plashing	5
plasm	16
plasma	979
plasmapheresis	2
plasmas	10
plasmid	367
plasmids	152
plasminogen	261
plasmodium	17
plaster	894
plastered	217
plasterer	35
plasterers	14
plastering	56
plasters	60
plastic	3983
plasticine	96
plasticity	47
plastics	465
plastique	3
plastron	3
plastrons	4
plata	15
plate	4164
plateau	505
plateaued	3
plateauing	2
plateaus	27
plateaux	51
plated	286
plateful	38
platefuls	8
platelet	805
platelets	186
platen	7
platens	1
plates	2352
platform	2533
platforms	807
platies	18
plating	103
platinum	337
platinums	3
platitude	25
platitudes	56
platitudinous	21
platonic	107
platonism	8
platonist	14
platoon	209
platoons	41
platter	111
platters	49
platy	10
platypi	1
platypus	30
platys	2
platz	29
plaudit	2
plaudits	56
plausibilities	3
plausibility	138
plausible	795
plausibly	140
play	21891
playa	26
playability	38
playable	64
played	11023
player	5892
players	8164
playful	201
playfully	93
playfulness	45
playing	10838
playoff	24
playoffs	12
plays	3476
playwright	233
playwrights	60
plaza	178
plazas	11
plea	1151
plead	368
pleaded	922
pleading	513
pleadingly	38
pleadings	121
pleads	81
pleas	350
pleasant	2605
pleasanter	40
pleasantly	450
pleasantness	23
pleasantries	65
pleasantry	11
please	13840
pleased	4897
pleases	159
pleasing	598
pleasingly	43
pleasurable	257
pleasurably	19
pleasure	5066
pleasures	583
pleat	100
pleated	134
pleating	18
pleats	156
pleb	2
plebeian	50
plebeians	17
plebiscite	52
plebiscites	7
plebs	39
plectrum	21
plectrums	5
pled	31
pledge	660
pledged	740
pledges	253
pledging	99
pleistocene	149
plena	6
plenaries	1
plenary	126
plenipotentiaries	5
plenipotentiary	32
plenitude	24
plentiful	412
plentifully	16
plenty	4787
plenum	174
plesiosaur	6
plesiosaurs	7
plethora	202
pleura	7
pleural	54
pleurisy	19
plews	8
plexiglas	6
plexiglass	49
plexus	72
pliable	64
pliant	45
pliantly	1
plied	83
pliers	71
plies	19
plight	708
plimsoll	25
plimsolls	49
plinth	152
plinths	21
plod	69
plodded	66
plodder	10
plodders	2
plodding	107
plods	10
ploidy	20
plonk	53
plonked	39
plonker	43
plonkers	13
plonking	16
plonks	4
plop	50
plopped	25
plopping	9
plops	5
plosive	33
plosives	11
plot	2118
plots	617
plotted	381
plotter	102
plotters	108
plotting	413
plough	516
ploughed	388
ploughing	298
ploughs	102
ploughshare	10
ploughshares	15
plover	115
plovers	45
plow	9
plowed	3
plowing	2
plows	2
plowshares	2
ploy	290
ploys	57
pluck	165
plucked	381
plucker	4
pluckers	5
pluckiest	1
pluckily	2
plucking	98
plucks	20
plucky	69
plug	998
plugged	256
plugging	125
plugs	301
plum	319
plumage	315
plumages	11
plumb	130
plumbago	7
plumbed	57
plumber	215
plumbers	84
plumbing	351
plumbs	11
plume	169
plumed	44
plumes	146
plummet	63
plummeted	149
plummeting	75
plummets	13
plummy	20
plump	523
plumped	81
plumper	14
plumpest	2
plumping	16
plumply	8
plumpness	24
plumps	4
plums	133
plunder	122
plundered	125
plunderer	3
plunderers	4
plundering	92
plunders	7
plunge	553
plunged	768
plunger	49
plungers	8
plunges	82
plunging	285
plunk	6
plunked	4
plunking	1
plunks	1
pluperfect	4
plural	391
pluralisation	3
pluralising	1
pluralism	386
pluralist	376
pluralistic	105
pluralists	97
pluralities	5
plurality	180
pluralization	1
pluralize	2
pluralized	2
pluralizing	2
plurals	24
plus	8296
pluses	57
plush	174
plusher	3
plushest	1
plushly	3
plushness	4
plutocracy	10
plutocrat	1
plutocratic	3
plutocrats	7
pluton	6
plutonic	7
plutonium	464
pluvial	6
ply	202
plying	64
plyometrics	2
plywood	170
plywoods	2
pneumatic	100
pneumatically	4
pneumococcal	16
pneumococci	5
pneumococcus	2
pneumoconiosis	8
pneumocystis	25
pneumonia	441
pneumonias	3
pneumonic	8
pneumothorax	8
poach	70
poached	167
poacher	84
poachers	145
poaches	2
poaching	217
pochard	23
pochards	4
pock	45
pocked	23
pocket	3455
pocketed	131
pocketful	13
pocketfuls	2
pocketing	37
pockets	1562
pockmark	1
pockmarked	20
pockmarks	7
pocks	1
poco	5
pocus	11
pod	226
podge	11
podgy	38
podiatrist	2
podiatry	3
podium	115
podiums	2
pods	127
podsol	1
podzol	6
poem	2437
poems	1571
poesy	7
poet	2156
poetaster	4
poetasters	1
poetess	23
poetesses	2
poetic	724
poetical	52
poetically	33
poetics	84
poetry	2727
poets	875
pogo	71
pogrom	36
pogroms	29
poi	10
poignancy	64
poignant	274
poignantly	55
poinded	1
poinding	6
poinsettia	10
poinsettias	15
point	41057
pointe	17
pointed	6145
pointedly	213
pointer	343
pointers	248
pointes	72
pointillism	5
pointillist	4
pointing	2226
pointless	537
pointlessly	25
pointlessness	25
points	14503
pointy	56
pois	22
poise	157
poised	659
poises	1
poising	3
poison	960
poisoned	420
poisoner	56
poisoners	20
poisoning	612
poisonous	445
poisons	210
poke	244
poked	265
poker	243
pokers	10
pokery	14
pokes	43
pokey	19
poking	230
poky	43
polar	704
polarisation	147
polarise	21
polarised	134
polarises	1
polarising	28
polarities	34
polarity	131
polarization	204
polarize	7
polarized	122
polarizes	1
polarizing	33
polaroid	82
polaroids	9
polder	1
polders	5
pole	1448
poleaxed	10
polecat	21
polecats	19
polemic	94
polemical	95
polemically	4
polemicist	12
polemicists	12
polemics	50
polenta	8
poles	1266
police	27282
policed	86
polices	22
policies	8780
policing	909
policy	26684
polio	156
poliomyelitis	29
polis	62
polish	2140
polished	1122
polisher	28
polishers	17
polishes	23
polishing	302
polite	1101
politely	708
politeness	235
politenesses	4
politer	5
politest	13
politic	93
political	30538
politically	1728
politician	1073
politicians	3272
politicisation	28
politicise	13
politicised	53
politicising	9
politicization	43
politicize	6
politicized	53
politicizes	1
politicizing	9
politicking	27
politico	44
politicos	16
politics	7414
polities	15
polity	105
polka	47
polkas	4
poll	2955
pollarded	15
polled	310
pollen	352
pollens	7
pollinate	29
pollinated	59
pollinates	5
pollinating	23
pollination	87
pollinator	21
pollinators	57
polling	521
polloi	23
polls	1064
pollster	14
pollsters	109
pollutant	79
pollutants	337
pollute	112
polluted	399
polluter	87
polluters	118
pollutes	25
polluting	233
pollution	4213
pollutions	36
pollywog	1
polo	613
polonaise	23
polonium	60
poltergeist	29
poltergeists	12
poltroon	3
poltroons	3
poly	399
polyamide	15
polyamides	8
polyandrous	6
polyandry	19
