word	lemma
relic	596
relict	19
relief	6709
relieve	2675
religion	5104
religious	6757
relinquish	512
reliquary	77
relish	763
relive	224
reluctance	1073
reluctant	2871
rely	10356
remain	31766
remainder	1736
remand	718
remark	10507
remaster	26
remediate	25
remedy	3276
remember	26056
remind	6465
reminisce	1005
remiss	17
remission	375
remit	737
remix	144
remnant	542
remodel	177
remonstrance	19
remonstrate	103
remora	1
remorse	410
remote	3628
remove	13802
remunerate	588
renaissance	1170
renal	485
renamo	63
renascent	5
rend	91
render	2352
rendezvous	263
rendition	111
renegade	127
renege	164
renin	55
renminbi	4
rennet	14
renounce	548
renovate	615
renown	782
rent	6134
rentier	31
repair	4609
reparation	178
repartee	39
repast	22
repatriate	497
repay	2340
repeal	548
repeat	10857
repel	459
repent	410
repercussion	316
reperfusion	31
repertoire	581
repertory	212
repetitive	477
repine	6
replace	13974
replenish	235
replete	83
replica	445
replicate	702
reply	10420
repo	69
report	56679
repose	193
repository	349
reprehensible	64
represent	29465
repress	1601
reprieve	317
reprimand	272
reprisal	194
reprise	47
repro	19
reproach	445
reprobate	28
reproduce	3013
reproductive	710
reprographics	30
reproof	47
reprove	75
reptile	499
repubblica	15
republic	8182
repudiate	429
repugnant	133
repulse	179
repulsive	135
reputable	269
reputation	3872
repute	570
request	7868
requiem	168
require	39525
requisite	801
requisition	214
res	170
rescind	199
rescission	71
rescue	3593
research	31182
resection	246
resemble	2544
resent	2300
reserpine	7
reserve	8171
reservoir	1095
reset	262
reshape	261
reshuffle	665
reside	11540
residue	1895
residuum	34
resign	5808
resilience	448
resin	446
resist	8477
resolute	443
resolution	4427
resolve	4713
resonance	435
resonant	196
resonate	145
resort	3146
resound	292
resource	13546
respect	15030
respectability	325
respective	5289
respiration	136
respirator	570
respite	383
resplendent	116
respond	8874
response	15507
responsible	21884
rest	15696
restate	378
restaurant	5049
restaurateur	84
rested	4151
restenosis	1
restitution	190
restive	74
restock	43
restore	6723
restrain	2845
restrict	10129
result	43835
resume	2112
resurgence	304
resurrect	718
resuscitate	229
retail	4092
retain	6926
retaliate	605
retard	490
retch	109
rete	18
retention	871
reticence	246
reticulate	16
reticule	13
reticulum	44
retina	435
retinitis	19
retinol	23
retinopathy	63
retinue	203
retire	8665
retort	788
retrace	232
retract	305
retreat	2014
retrench	92
retribution	299
retributive	48
retrieve	1754
retro	69
retroactive	44
retrofit	32
retrograde	189
retrogress	19
retrospect	1138
retrovirus	79
retsina	20
return	33550
reunion	606
reuptake	36
revamp	256
revanche	13
reveal	12089
reveille	26
revel	479
revelatory	31
revenant	5
revenge	1050
revenue	5364
reverberate	387
revere	661
reverend	1861
reverie	144
reverse	5206
reversion	278
revert	841
revetment	10
revie	45
review	13594
revile	99
revise	3649
revitalise	359
revive	2768
revoir	26
revoke	428
revolt	1110
revolution	7998
revolve	673
revolver	243
revs	214
revue	133
revulsion	214
reward	4862
rewind	118
rewire	63
rhabdomyosarcoma	3
rhapsody	69
rhea	26
rhenish	21
rheology	13
rheostat	2
rhesus	66
rhetoric	1399
rheumatic	48
rheumatism	104
rheumatoid	135
rheumatology	31
rheumy	20
rhinestone	18
rhinitis	22
rhino	331
rhinoceros	115
rhinoplasty	1
rhizobium	18
rhizomatous	1
rhizome	44
rho	100
rhodium	25
rhododendron	157
rhodopsin	12
rhombic	28
rhomboid	23
rhombus	22
rhubarb	122
rhus	29
rhyme	729
rhyolite	26
rhythm	2746
rhyton	15
ria	29
rial	30
rib	1397
ribald	53
riband	20
ribavirin	1
ribber	219
ribbon	1035
riboflavin	17
ribonucleic	17
ribose	14
ribosome	85
ribozyme	4
rice	1742
rich	9671
riche	42
richen	1
ricin	6
rickets	24
rickety	131
ricks	59
rickshaw	55
ricochet	92
ricotta	28
rictus	23
rid	2607
riddance	33
riddle	590
ride	10333
ridge	1763
ridiculous	2393
ridings	26
riel	15
rien	15
riesling	37
rife	228
riff	178
riffle	48
riffraff	2
rifle	1146
rift	532
rig	1207
rigatoni	1
right	93639
righteous	534
rights	15332
rightwing	26
rigid	1990
rigmarole	36
rigour	1347
rigueur	46
rile	65
rill	24
rim	903
rima	21
rime	71
rind	238
rinderpest	2
ring	13165
ringer	104
ringgit	25
ringhals	5
ringlet	57
ringworm	17
rink	179
rinse	611
riot	2515
rip	1509
riparian	5
ripcord	11
ripe	995
riposte	67
ripper	118
ripple	698
rise	30298
risible	35
risk	16203
risotto	51
risque	15
rissole	13
rite	672
ritual	2201
ritzy	40
rival	5109
rive	391
river	11626
riverine	7
rivet	434
riviere	13
rivulet	71
riyal	8
roach	383
road	32507
roadie	28
roadster	18
roam	566
roan	41
roar	1766
roast	912
rob	3627
robe	810
robin	2533
robocop	59
robot	977
robust	810
rock	11279
rockabilly	36
rocked	1179
rockery	44
rocket	1067
rockfish	3
rockling	17
rococo	117
rod	1989
rodent	278
rodeo	63
roe	326
roentgen	10
rogation	9
rogered	17
rogue	426
roi	140
roil	18
roister	16
role	21009
roll	10684
rollback	3
rollercoaster	59
rollicking	37
rollmop	5
rolodex	3
roly	58
romance	1103
romanesque	413
romantic	2325
romanticism	196
romany	153
romp	257
roms	59
rondeau	6
rondo	32
rood	64
roof	5341
rook	158
rookery	24
rookie	76
room	37721
roose	11
roost	262
root	6084
rootstock	139
rope	2347
ropey	21
ropy	20
roque	11
roquefort	21
rorschach	19
rosacea	5
rosary	105
rosea	28
roseate	9
rosebay	7
roses	1841
roset	5
rosette	235
rosicrucian	12
rosin	19
rosing	14
roster	116
rostrum	142
rot	1871
rota	201
rotarian	17
rotary	317
rotate	1919
rotavirus	3
rote	87
rotenone	1
rotifer	18
rotisserie	6
rotor	576
rotter	26
rottweiler	375
rotund	50
rotunda	53
rouble	577
roue	4
rouge	579
rough	6313
roughneck	12
roughshod	37
rouille	4
roulade	22
roulette	63
round	35362
roundabout	688
roundel	116
roundhead	31
roundworm	10
rouse	603
roust	9
roustabout	7
rout	322
route	8641
routh	22
routine	4261
rove	2463
row	7216
rowdy	226
rowed	656
rowen	4
royal	16108
royale	54
rozzer	15
rub	2297
rubaiyat	7
rubato	15
rubber	1868
rubberneck	62
rubbish	2263
rubble	383
rube	1
rubella	49
rubicund	10
rubidium	13
rubra	33
rubric	67
rubrum	4
rubus	10
ruby	493
ruching	31
ruck	174
rucksack	315
ruckus	11
ruction	17
rudbeckia	12
rudder	348
ruddle	18
ruddy	207
rude	1220
rudiment	332
rue	453
rueful	459
ruff	138
ruffian	87
ruffle	435
rufous	95
rug	1448
rugby	3476
rugged	380
rugger	40
rugosa	18
rugose	140
ruin	2894
rule	28095
rum	451
rumba	17
rumble	657
rumbustious	37
rumen	31
ruminant	72
ruminate	64
rummage	258
rummy	10
rumour	2266
rump	319
rumple	87
rumpus	44
run	53862
rune	425
rungs	77
runnel	42
runt	24
runway	590
rupee	145
rupiah	9
rupture	319
rural	6311
ruse	112
rush	4945
rusk	57
russet	89
rust	1055
rustic	251
rusticate	21
rustle	463
rut	169
ruthenium	10
ruthless	976
rutted	84
rye	494
sabayon	2
sabbat	3
sabbatarian	22
sabbath	301
sabbatical	84
saber	17
sabin	22
sabine	504
sabir	4
sable	59
sabot	1
sabotage	377
saboteur	115
sabra	13
sabre	144
sac	368
saccade	11
saccharin	26
saccharine	29
sacerdotal	13
sachet	92
sack	2318
sackbut	3
sacks	422
sacral	40
sacrament	392
sacred	1293
sacrifice	2216
sacrilege	97
sacrist	5
sacristan	6
sacristy	45
sacrosanct	80
sacrum	28
sad	6364
saddle	1170
saddleback	7
sadhu	4
sadist	282
sado	60
sadomasochism	13
safari	254
safe	19122
safflower	14
saffron	198
sag	481
saga	472
sagacious	14
sagacity	31
sage	429
sagebrush	1
sagittal	6
sagittarian	103
sago	18
saguaro	3
sahel	55
sahib	30
sail	5995
sailplane	9
saint	2655
sainte	59
saintes	28
saith	23
sake	3090
saker	7
saki	8
sala	32
salacious	43
salad	1400
salam	36
salamander	78
salami	163
salariat	17
salary	3130
sale	20096
salesian	5
salicylate	20
salicylic	12
salient	392
salina	5
saline	499
saliva	318
salivate	65
salix	25
sall	6
sallies	37
sallow	96
salmi	5
salmon	1445
salmonella	200
salmonellosis	3
salmonid	2
salon	850
saloon	677
salsa	15
salsify	12
salt	3940
saltation	37
saltine	1
saltire	82
saltpetre	27
salubrious	36
salut	35
salutary	161
salute	645
salvage	523
salvation	1110
salve	80
salver	66
salvia	15
salvo	93
samaritan	221
samba	41
sambal	1
sambar	9
sambo	23
same	61363
samite	3
samizdat	10
samosa	21
samovar	11
sampan	10
samphire	10
sample	8720
sampler	102
samsara	4
samurai	61
sana	27
sanatoria	3
sanatorium	63
sancta	5
sanctify	118
sanctimonious	58
sanction	2191
sanctity	160
sanctuary	818
sanctum	80
sand	5529
sandal	312
sandalwood	60
sandbar	10
sandgrouse	35
sandpiper	101
sandwich	2030
sane	1196
sangfroid	5
sangria	33
sanguine	137
sanitarium	1
sanitary	343
sanitation	160
sanitize	68
sans	134
sanserif	8
santolina	10
sap	333
sapiens	98
sapient	22
sapling	104
saponin	9
sapped	116
sapper	54
sapphic	10
sapphire	208
saprophytic	3
saraband	5
saracen	213
saran	14
sarcasm	275
sarcastic	371
sarcoidosis	32
sarcoma	41
sarcophagus	86
sard	19
sardine	181
sardonic	348
sargasso	27
sari	84
sarnie	8
sarong	41
sars	50
sarsaparilla	11
sartorial	69
sash	215
sashay	19
sashimi	1
sasquatch	1
sassafras	6
sassenach	16
sassy	29
satan	637
satay	9
satchel	92
sate	63
sateen	9
satellite	2162
sati	20
satiate	58
satiated	23
satin	512
satinwood	20
satire	499
satisfaction	2952
satisfactory	3482
satisfy	6884
satori	3
satrap	47
satrapy	10
satsuma	35
saturate	867
saturday	8588
saturnalia	3
saturnine	14
satyr	53
sauce	1650
saucer	476
saucy	107
sauerkraut	10
sault	5
sauna	336
saunter	197
saurian	7
sauropod	26
sausage	997
saute	22
sauterne	1
savage	1779
savanna	69
savannah	140
savant	26
save	17440
saveloy	5
saviour	407
savoir	19
savour	442
savoury	364
savvy	35
sawbuck	1
sawfly	14
sawgrass	4
sawn	419
saxifrage	14
saxophone	252
say	320400
sayonara	2
sayyid	13
scab	142
scabbard	54
scabies	45
scad	10
scaffold	337
scalar	149
scalare	3
scald	198
scale	11959
scalene	6
scallion	1
scallop	184
scallywag	20
scalp	410
scalpel	112
scaly	72
scam	104
scamp	97
scamper	181
scampi	47
scan	2389
scandal	2033
scandalmonger	10
scandinavia	861
scandium	9
scant	427
scape	22
scapegoat	228
scapegrace	5
scapula	31
scar	1142
scarab	28
scarce	2588
scare	2316
scaremonger	51
scarf	709
scarify	12
scarlet	1166
scarp	68
scarper	34
scat	85
scathing	291
scatologicy	13
scatter	2420
scatty	25
scaup	13
scavenge	275
scena	5
scenario	952
scene	9839
scent	1661
sceptic	1814
sceptre	95
schadenfreude	13
schedule	5665
schema	484
scheme	17593
scherzo	63
schilling	37
schism	136
schist	35
schistosomiasis	18
schizo	8
schizoid	47
schizophrenic	591
schlemiel	1
schlep	6
schlock	8
schloss	52
schmaltz	21
schmooze	10
schmuck	11
schnapps	30
schnauzer	4
schnitzel	6
scholar	2278
scholarship	1100
scholastic	117
school	54983
schooner	76
schtick	7
sciatic	49
science	24600
sciencefiction	160
scientism	25
scientology	23
scilla	12
scimitar	25
scintilla	9
scintillate	113
scion	56
scission	7
scissors	479
sclerite	100
scleroderma	7
sclerosing	164
sclerosis	173
sclerotherapy	126
sclerotic	5
scoff	201
scold	274
scoliosis	7
sconce	47
scone	281
scoop	729
scoot	158
scop	13
scope	3454
scorch	390
score	11057
scorn	815
scorpio	100
scorpion	195
scotched	52
scoter	22
scotoma	5
scoundrel	66
scour	376
scourge	185
scouse	124
scout	880
scow	1
scowl	448
scrabble	286
scrag	35
scram	16
scramble	1289
scrap	1707
scrape	1173
scrapie	21
scrapper	12
scrappy	89
scratch	2084
scrawl	183
scrawny	81
scream	3726
scree	111
screech	401
screed	24
screen	8071
screener	2
screenplay	158
screw	2121
screwball	8
screwworm	8
screwy	6
scribble	474
scribe	300
scriber	4
scrim	8
scrimmage	5
scrimp	24
scrimshaw	17
scrip	62
script	1736
scriptorium	17
scripture	765
scrivener	40
scrod	1
scrofula	14
scroll	699
scrotum	52
scrounge	127
scrub	974
scrubber	53
scrubby	42
scruff	337
scrum	649
scrummage	109
scrump	12
scrumptious	24
scrumpy	33
scrunch	71
scruple	126
scrupulous	504
scrutinise	343
scrutiny	1439
scuba	117
scud	168
scuff	118
scuffle	203
scull	78
scullery	191
scullion	59
sculpin	4
sculpt	2974
scum	617
scumble	6
scupper	97
scurf	9
scurrilous	65
scurry	328
scurvy	60
scut	11
scutter	14
scuttle	313
scuttlebutt	2
scutum	12
scuzzy	8
scythe	176
sdi	65
sea	15046
seaboard	75
seadog	7
seahorse	14
seal	3726
sealift	4
seam	908
seamer	85
seamstress	43
seamy	28
seance	49
sear	393
search	11180
season	13657
seasoning	531
seat	13151
seaworthy	27
sebaceous	18
sebum	10
secant	3
secateurs	56
secco	5
secede	93
secession	305
seclude	416
second	50903
seconded	839
secondhand	179
seconds	5234
secrecy	665
secret	7872
secretariat	444
secretary	17861
secrete	1469
sect	385
sectarian	401
section	25293
sector	11658
secular	1179
secure	24583
sedan	52
sedate	402
sedentary	142
seder	5
sederunt	37
sedge	53
sedilia	3
sediment	1508
sedition	103
seditious	83
seduce	644
seductive	282
sedulous	11
sedum	18
see	188145
seed	4003
seedy	143
seek	17550
seel	13
seely	20
seem	61164
seemly	32
seep	487
seersucker	9
seesaw	27
seethe	261
segment	2118
segregate	744
segue	12
seigneur	50
seines	22
seisin	18
seismic	326
seismograph	15
seismology	32
seismometer	1
seize	2583
seizure	521
seldom	1482
select	17212
selenide	3
selenite	4
selenium	39
self	20372
selfsame	25
sell	26625
sellotape	87
seltzer	21
selva	20
selvedge	54
semantic	1929
semaphore	77
semblance	205
seme	4
semen	151
semester	44
seminal	207
seminar	2067
semiology	50
semiotic	123
semiquaver	23
semitone	69
semolina	31
semplice	7
senate	1306
senator	925
send	24806
senecio	20
senescent	64
seneschal	115
senhor	16
senhora	22
senile	229
senior	8680
senor	33
senora	8
sens	28
sensate	6
sensation	2421
sense	21877
senses	3025
sensible	3522
sensitive	6194
sensitize	165
sensor	410
sensorial	4
sensorimotor	12
sensorineural	1
sensorium	2
sensory	657
sensual	507
sensuous	240
sentence	8689
sentencing	1854
sentential	46
sententious	30
sentient	63
sentiment	1754
sentinel	81
sentry	258
sepal	9
separate	16598
sephardic	17
sepia	87
sepoy	108
sepsis	82
septal	11
septate	3
september	13838
septet	10
septic	88
septicaemia	49
septuagenarian	12
septuagint	15
septum	20
sepulchre	79
sequel	301
sequelae	20
sequence	6592
sequester	145
sequin	87
sequoia	120
sera	160
serac	7
seraglio	25
serape	3
seraph	25
seraphim	12
seraphin	3
sere	6
serenade	106
serenata	16
serendipitous	36
serene	459
serf	379
serge	110
sergeant	3311
serial	1351
seriatim	7
serie	37
series	14582
serif	57
serine	45
serious	18312
sermon	674
serological	79
seronegative	21
seropositive	41
serostatus	1
serotonergic	2
serotonin	99
serotype	5
serous	4
serpent	330
serpentine	106
serrate	68
serried	37
serum	1462
serve	23574
service	57132
serviette	30
servile	112
servitor	29
servitude	71
servo	133
servomechanism	4
servomotor	2
sesame	128
sessile	42
session	6602
sestet	5
sestina	3
set	59495
seta	6
sett	132
settee	345
setter	150
settle	14732
seven	29008
sever	852
several	23499
severe	7169
sew	1179
sewage	784
sewer	593
sex	20224
sexology	13
sexpot	2
sext	7
sextant	21
sextet	19
sexton	91
sextuplet	13
sgraffito	2
shabby	471
shack	168
shackle	180
shad	17
shade	3206
shadow	5182
shaft	1344
shag	198
shaggy	172
shah	1148
shake	10217
shakedown	12
shako	17
shale	307
shall	20468
shallop	2
shallot	214
shallow	1668
shally	24
shalom	5
sham	266
shaman	245
shamble	308
shambolic	33
shame	2616
shamen	105
shampoo	423
shamrock	97
shamus	23
shandy	68
shank	158
shanter	15
shantih	13
shantung	10
shanty	143
shape	12740
shard	124
share	29692
sharia	46
shark	583
sharp	8821
sharps	32
sharpshooter	16
shatter	1501
shave	1293
shawl	303
she	676070
sheaf	192
shear	1031
shearwater	59
sheath	190
sheathe	132
shebang	10
shebeen	5
shed	2826
sheen	215
sheep	3103
sheepfold	16
sheepish	181
sheer	2074
sheet	6868
sheik	43
sheikh	356
shekel	37
shelduck	36
shelf	3061
shell	3827
shellac	37
shelter	2700
shenanigan	36
sheol	4
shepherd	1520
sherbet	26
sherd	80
sheriff	1113
sherpa	83
sherry	587
shew	51
shiatsu	18
shibboleth	31
shied	131
shield	2524
shieling	20
shift	7781
shiftless	10
shifty	129
shigella	9
shiitake	2
shiite	67
shiksa	10
shillelagh	5
shilling	1161
shim	9
shimmer	410
shimmy	31
shin	296
shindig	16
shine	3757
shiner	16
shingle	326
shinto	25
ship	10207
shipshape	19
shipwright	29
shiraz	36
shire	443
shirk	106
shirt	4591
shirty	15
shite	94
shiver	1511
shoal	393
shoat	2
shock	7394
shod	121
shoddy	154
shoe	4866
shoehorn	11
shofar	1
shoo	91
shoot	15024
shop	20556
shopaholic	8
shoplift	201
shore	2448
shored	60
short	28471
shortbread	45
shortcake	6
shortcoming	484
shortcrust	24
shortcut	61
shortfall	506
shorthand	317
shortly	3748
shorts	823
should	109183
shoulder	8917
shout	6433
shove	824
shovel	388
show	69875
showbiz	172
showdown	231
shower	2362
showy	63
shrapnel	146
shred	516
shrew	174
shrewd	634
shriek	573
shrift	75
shrike	10
shrill	367
shrimp	407
shrine	1059
shrink	1516
shrive	17
shrivel	200
shroud	514
shrove	24
shrub	957
shrug	2850
shtetl	6
shuck	20
shudder	987
shuffle	851
shuffleboard	1
shufti	9
shul	5
shun	252
shunt	378
shush	96
shut	5349
shutter	670
shuttle	549
shuttlecock	18
shy	1544
shylock	49
shyster	14
sial	5
siamang	11
sibilant	30
sibling	458
sibyl	14
sic	406
sick	6293
sickle	189
sicko	7
side	42437
sideboard	215
sideburn	39
sidecar	81
sidekick	90
sideline	360
sidelong	78
sideman	9
sidereal	32
siderite	27
sideshow	82
sideswipe	10
sidetrack	49
sidewinder	6
sidle	119
siege	912
siesta	82
sieve	315
sift	359
sigh	3332
sight	8380
sigil	5
sigma	257
sigmoid	93
sigmoidoscopy	64
sign	21015
signal	6506
signatory	380
signature	1540
signet	113
significance	4763
significant	16758
signify	1230
signor	220
signora	97
signori	8
signorina	94
sika	6
silage	110
silence	5942
silene	16
silent	4608
silenus	7
silesian	20
silhouette	473
silica	181
silicate	106
siliceous	16
silicic	5
silicium	3
silicon	795
silicosis	5
silk	2865
sill	375
silly	2774
silo	91
silt	336
silurian	105
silver	5601
silverfish	30
silverware	64
silverweed	26
silvicultural	9
simazine	7
simian	26
similar	24820
simile	117
similitude	7
simmental	60
simmer	463
simnel	14
simony	11
simp	7
simpatico	6
simper	69
simple	34519
simpleton	29
simplex	69
simplicity	944
simplistic	393
simulacrum	30
simulate	1429
simulcast	8
simultaneous	2397
sin	2567
since	49016
sincere	2000
sine	250
sinecure	31
sinew	164
sinfonia	53
sing	9617
singe	80
single	21564
singlet	31
singletons	24
singular	1129
sinister	685
sink	4934
sinter	31
sinuous	88
sinus	125
sinusitis	12
sinusoid	12
sinusoidal	100
sion	42
sip	1218
siphon	142
siphonophore	1
siporax	43
sir	18530
sirdar	7
sire	216
siren	431
sirloin	27
sirocco	8
sirrah	8
sirree	6
sisal	23
siskin	17
sissy	19
sister	9591
sisyphean	4
sit	30566
sitar	27
sitcom	101
site	16613
sith	10
situ	371
situation	21754
situationist	96
six	46324
size	16486
sizeable	464
sizzle	209
sjambok	5
skald	8
skank	4
skanky	2
skate	646
skedaddle	3
skeeter	5
skein	89
skeletal	295
skeleton	908
skelter	30
sketch	1789
sketchy	138
skew	195
skewbald	5
skewer	127
ski	2451
skid	364
skidoo	4
skiff	31
skiffle	13
skill	15925
skillet	15
skim	653
skimp	148
skin	8020
skinflint	16
skinful	19
skinhead	303
skink	15
skinny	331
skint	51
skip	1083
skipjack	11
skipper	1157
skirl	17
skirmish	280
skirt	2059
skirted	346
skit	20
skitter	65
skittish	35
skittle	85
skive	48
skivvy	44
skua	84
skulduggery	27
skulk	81
skull	1276
skunk	61
sky	5567
skycap	2
skylark	82
skyrocket	12
slab	878
slack	712
slacks	110
slag	240
slagged	57
slake	45
slalom	205
slam	1645
slander	183
slang	262
slant	394
slap	1300
slapdash	13
slaphappy	4
slapstick	57
slash	886
slat	151
slate	991
slather	8
slattern	20
slaughter	885
slave	2789
slaver	61
slay	418
sleaze	121
sled	37
sledge	264
sledgehammer	67
sleek	362
sleep	12879
sleet	138
sleeve	1788
sleigh	52
sleight	73
slender	792
sleuth	57
slew	126
slice	2529
slick	569
slide	4862
slight	12394
slights	54
slim	1806
slime	321
sling	690
slink	151
slip	6409
slipper	486
slippery	461
sliproad	11
slipshod	32
slipstream	30
slipway	44
slit	652
slither	306
sliver	203
slob	69
slobber	47
sloe	26
slog	156
slogan	808
sloop	56
slop	434
slope	3069
slosh	81
slot	1560
sloth	110
slouch	147
slough	271
slovenly	54
slow	16174
slowpoke	13
slub	10
slubber	4
sludge	227
slug	426
sluggard	12
sluggish	309
sluice	116
slum	589
slumber	190
slump	1447
slur	275
slurp	85
slurry	182
slush	98
slut	107
sly	412
smack	846
small	52520
smallpox	160
smarmy	25
smart	2304
smarted	107
smarties	61
smash	2151
smattering	61
smear	694
smell	5752
smelted	210
smidgen	23
smilax	7
smile	17602
smirch	4
smirk	218
smite	140
smithereen	28
smock	124
smog	196
smoke	9359
smokestack	30
smolt	6
smooch	27
smooth	5227
smoothie	35
smorgasbord	9
smother	359
smoulder	288
smudge	229
smug	415
smuggle	889
smut	56
snack	760
snaffle	23
snag	374
snail	562
snake	1429
snap	3146
snapdragon	11
snappy	117
snapshot	264
snare	255
snarl	564
snatch	1344
snazzy	33
sneak	685
sneck	7
sneer	488
sneeze	225
snick	18
snicker	31
snide	58
sniff	1319
sniffle	33
snifter	12
snigger	154
snip	261
snipe	376
snippet	123
snit	5
snitch	9
snivel	39
snob	382
snog	68
snood	9
snook	38
snooker	487
snoop	102
snoopy	53
snoot	7
snooty	43
snooze	90
snore	379
snorkel	83
snort	584
snot	89
snout	139
snow	4254
snowdrop	112
snub	313
snuff	268
snuffle	81
snug	268
snuggle	154
so	242541
soak	1376
soap	1634
soapbox	46
soapstone	12
soar	1227
soave	6
sob	940
soba	5
sober	926
sobriety	45
sobriquet	49
soccer	1354
sociable	303
social	43851
socialise	784
socialism	1651
socialist	4179
socialiste	41
socialite	59
society	28094
socio	1061
sociobiological	11
sociobiology	84
sociocultural	31
sociodemography	12
socioeconomic	164
sociolinguistic	191
sociology	3539
sociometric	4
sociopath	18
sociopolitical	9
sock	1194
socket	988
sockeye	3
socratic	37
soda	407
sodality	5
sodden	219
sodium	938
sodom	42
sodomise	56
sodomite	17
sofa	1069
soffit	22
soft	10445
softball	12
softie	74
software	9476
soggy	173
soil	5047
soiled	289
soir	25
soiree	35
soissons	28
sojourn	111
soke	20
sola	22
solace	154
solano	6
solanum	8
solar	1355
solarium	127
solder	263
soldier	5400
sole	4047
solecism	19
soleil	28
solemn	849
solenoid	65
soles	287
soleus	2
solicit	434
solicitor	5838
solicitous	107
solicitude	46
solid	4538
solidago	5
solidarity	1143
solidus	3
soliloquy	98
solipsist	79
solitaire	33
solitary	833
soliton	32
solitude	365
solo	1734
solstice	43
soluble	640
solus	12
solute	115
solution	9362
solve	4456
solvent	1024
solver	79
soma	33
somatic	60
sombre	444
sombrero	24
some	273968
somersault	158
somewhat	4537
somite	23
sommelier	15
somnambulist	15
somnolent	33
son	16691
sonar	171
sonata	370
sonatina	6
sone	10
song	6976
sonic	231
sonicate	19
sonnet	387
sonogram	11
sonograph	8
sonorous	85
soon	21607
soot	386
sooth	10
soothe	857
soothsayer	28
sop	85
sophist	20
sophisticated	2586
sophistication	524
sophomore	1
soporific	38
soppy	48
soprano	245
sora	6
sorbet	44
sorbitol	4
sorcerer	242
sorceress	40
sordid	196
sore	1235
sorel	6
sorghum	45
sorn	11
sorority	7
sorption	4
sorrel	135
sorrow	778
sorry	10812
sort	29917
sorted	2007
sortie	238
sot	22
soteriology	4
soth	4
sotto	30
sou	78
soubrette	5
souchong	7
souffle	41
sough	30
souk	51
soul	3972
sound	23682
soundbite	12
soundly	465
soup	1453
soupcon	5
sour	976
source	15852
sourdough	2
souse	18
soutane	15
south	26157
southern	5676
southpaw	12
souvenir	478
sovereign	2418
sow	1074
soy	110
soya	133
spa	564
space	16191
spacey	17
spade	499
spaghetti	275
spaghettini	2
spall	8
spam	63
span	1502
spandau	27
spandex	3
spandrel	25
spangle	67
spaniel	130
spank	118
spanker	3
spanner	216
spar	478
spare	3862
spark	1620
sparkle	1320
sparling	5
sparrow	307
sparse	504
spasm	289
spasmodic	122
spastic	107
spasticity	79
spate	330
spatial	1393
spatio	53
spatiotemporal	11
spats	30
spatter	184
spatula	45
spawn	660
spay	39
speak	38512
speakeasy	9
spean	20
spear	671
spearmint	9
special	34759
speciale	36
speciate	27
species	10109
specific	18661
specifier	37
specify	5652
specimen	2536
specious	59
speck	179
speckle	171
spect	35
spectacle	1393
spectacular	2171
spectator	1163
spectra	359
spectre	481
spectrograph	14
spectrometer	99
spectrometry	62
spectrophotometer	46
spectrophotometry	27
spectroscope	41
spectroscopy	176
spectrum	1645
specular	14
speculate	3633
speculum	40
speech	9030
speed	11176
speedometer	30
speedway	136
speer	43
speleology	12
spell	5013
spelunker	1
spend	26496
spendthrift	40
sperm	480
spermatophore	1
spermatozoon	39
spermicide	29
spew	141
sphagnum	37
sphenoid	1
sphere	1951
spheroid	17
sphincter	347
sphinx	112
sphygmomanometer	13
spic	8
spica	2
spice	1054
spick	25
spicule	25
spider	1084
spiel	41
spiff	16
spigot	19
spike	1032
spile	21
spill	1846
spiller	24
spin	3462
spina	64
spinach	203
spindle	174
spindly	82
spindrift	16
spine	2076
spinel	11
spinet	16
spink	64
spinnaker	71
spinneret	4
spinney	41
spinster	201
spiracle	8
spiral	1058
spire	435
spirea	1
spirit	11605
spit	1392
spital	5
spite	3080
spitfire	313
spittle	82
spittoon	10
spitz	13
spiv	35
splash	1280
splat	43
splatter	144
splay	158
spleen	156
splendid	1831
splendour	407
splenectomy	6
splenetic	11
splenic	70
splice	246
spliff	34
spline	17
splint	68
splinter	437
split	4969
splodge	31
splosh	17
splotch	9
splurge	52
splutter	274
spoil	2122
spoilsport	25
spokes	156
spokeshave	14
spondylitis	8
sponge	765
spongiform	41
sponsor	4941
spontaneity	176
spontaneous	1465
spoof	72
spook	223
spool	124
spoon	1281
spoonerism	3
spoor	24
sporadic	410
spore	201
sporran	14
sport	10626
sported	147
spot	8628
spouse	881
spout	237
sprain	120
sprat	40
sprawl	592
spray	2041
spread	8090
spreadeagle	39
spreadsheet	843
spree	200
sprig	167
sprightly	84
spring	8256
springbok	177
springer	70
springy	108
sprinkle	822
sprint	815
sprit	7
sprite	83
spritz	8
spritzer	14
sprocket	20
sprog	10
sprout	549
spruce	326
sprue	8
spry	41
spud	108
spume	38
spunk	98
spur	1549
spurge	8
spurious	278
spurn	181
spurt	246
sputnik	48
sputter	39
sputum	68
spy	1410
squab	10
squabble	286
squad	2886
squadron	1429
squalid	152
squall	124
squalor	190
squamous	75
squander	220
square	10228
squash	940
squat	1065
squaw	21
squawk	158
squeak	532
squeal	404
squeamish	83
squeegee	21
squeeze	2311
squeezebox	2
squelch	96
squib	39
squid	178
squiffy	9
squiggle	42
squill	5
squinch	18
squinny	3
squint	350
squire	482
squirearchy	16
squireen	3
squirm	238
squirrel	395
squirt	220
squish	13
stab	1482
stabile	7
stable	8103
stables	722
staccato	111
stack	1670
stade	15
stadium	1091
